,major_name,major_description,cip_family,department,in_state_min_tuition,in_state_max_tuition,out_of_state_min_tuition,out_of_state_max_tuition,grad_in_state_min_tuition,grad_in_state_max_tuition,grad_out_of_state_min_tuition,grad_out_of_state_max_tuition,fees
274,Terrorism and Counterterrorism Operations.,"A program focusing on the study of terrorism as a global and national threat and the methods for analyzing and countering it.  Includes instruction in psychology, cultural studies, terrorist history and organization, terrorist capabilities, terrorist finance and international money-laundering, threat assessment, intelligence operations, incident command systems, border security, emergency response, joint operations, surveillance and communications systems, cyberterrorism, weapons of mass destruction, counterterrorist operations, and applications to specific terrorist organizations and threats.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
261,Suspension and Debarment Investigation.,"A program focusing on the principles and techniques for investigating criminal behavior among government contractors and grantees at different levels.  Includes instruction in financial fraud and money-laundering, auditing, computer investigations, legal concepts and applications, procurement law, non-procurement debarment, jurisdiction and lead agency, analytical methods, suspension, parallel proceedings, evidence protection, equitable considerations, investigative techniques, administrative and global solutions, case management and preparation.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
269,Fire/Arson Investigation and Prevention.,"A program focusing on the theory and principles of fire combustion and behavior applied to the analysis of fires and their causes.  Includes instruction in fire behavior and combustion, fire dynamics, hazardous materials chemistry, incendiary fire analysis, fire-related human behavior, forensic procedures, investigative techniques, case management and case preparation.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
249,Security and Loss Prevention Services.,"A program that prepares individuals to perform routine inspection, patrol and crime prevention services for private clients.  Includes instruction in the provision of personal protection as well as property security.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
270,Wildland/Forest Firefighting and Investigation.,"A program focusing on the application of fire science, firefighting and investigation to the prevention, control and mitigation of wildland fires and the analysis of causes.  Includes instruction in fire science and behavior, wildland environments, meteorology, wildland fire hydraulics and dynamics, water and chemical supply systems, wildland firefighting operations, airborne firefighting, firebreak engineering, communications systems, wildland arson, forensic procedures, wildland fire prevention, investigation techniques, case management and preparation.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
257,Financial Forensics and Fraud Investigation.,"A program focusing on the principles and techniques of conducting investigations into financial crime, terrorist activity, and the analysis and use of accounting data as evidence.  Includes instruction in the principles of accounting, investigative auditing, computer investigations,  accounting system documents and software, business corruption, criminal and terrorist financial networks, international money markets and movement, net worth analysis, financial fraud, exposing concealed assets, records seizure, fraud and money laundering statutes, fraud case initiation, case management, and case presentation.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
256,Cyber/Computer Forensics and Counterterrorism.,"A program focusing on the principles and techniques used to identify, search, seize and analyze digital media and to conduct cyber investigations against criminal and terrorist activity.  Includes instruction in computer boot processes and drives, jumper setting, file access and reconstruction, hacking, network systems, cryptography, programming, investigative techniques, forensic imagery, web-based investigation methods, cyberterrorism, and applicable laws and administrative procedures.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
265,Fire Prevention and Safety Technology/Technician.,"A program focusing on the application of fire science and technology to problems of reducing fire risk, limiting loss, supervising substance removal, conducting safety inspections and investigations, and advising on matters of safety procedures and fire prevention policy.  Includes instruction in fire behavior, fire simulation, structural risk assessment, materials analysis, detection and suppression systems, smoke management, supply and evacuation, public education, legal aspects of fire prevention, and related research and communications methods.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
273,Critical Infrastructure Protection.,"A program focusing on the design, planning and management of systems and procedures for protecting critical national physical and cyber infrastructure from external threats, including terrorism.  Includes instruction in homeland security policy, critical infrastructure policy, information security, matrix vulnerability assessment, threat assessment, physical security, personnel security, operational security, contingency planning, case analyses of specific industries and systems, redundancy planning, emergency and disaster planning, security systems, and intelligence operations.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
272,Crisis/Emergency/Disaster Management.,"A program focusing on the application of the incident command system model to formulating and implementing effective response to natural and man-made disasters.  Includes instruction in contingency planning, hazard and risk assessment, joint operations, law and ethics, emergency response and recovery, event mitigation, emergency rescue and medical operations, incident command, terrorism and national security issues, law enforcement, relief administration, volunteer and citizen coordination, public relations and applications to specific types of incidents.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
271,Homeland Security.,Instructional content for this group of programs is defined in codes 43.0301 - 43.0399.,43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
227,Programs for Foreign Lawyers.,A program that prepares lawyers educated outside the United States to understand U. S. or Canadian law and jurisprudence.,22,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
268,Fire Systems Technology.,"A program focusing on the principles and practice of firefighting systems, building construction and related resources as applied to fire prevention, control, and mitigation.  Includes instruction in fire hydraulics and dynamics, fire protection structures and systems design, fire behavior and combustion, fire protection hydraulics and water supply, fire protection equipment and systems, building construction for fire protection, and fire apparatus.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
267,Fire Science/Fire-fighting.,"A program focusing on the theory and practice of fires and fire-fighting.  Includes instruction in fire chemistry and physics, combustible materials, computer science, building construction, fire codes and related laws, fire hydraulics, fire command, fire prevention/inspection, fire protection systems, fire suppression systems, fire/arson investigation, occupational safety, equipment operation, emergency medicine and communications.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
266,Fire Services Administration.,"A program focusing on the principles, theory, and practices associated with the management of fire operations, firefighting services, and community fire issues.  Includes instruction in fire protection history and theory, incident command leadership, administration of public fire organizations, labor relations, emergency medical services management, fire emergency response strategies and mitigation, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
263,Cultural/Archaelogical Resources Protection.,"A program focusing on the application of law enforcement principles and techniques to the protection of cultural resources and the investigation of related crimes.  Includes instruction in cultural resources law, archaeological standards of value, site damage assessment, evidence collection, surveillance techniques, investigative techniques, case management and preparation.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
264,Fire Protection.,Instructional content for this group of programs is defined in codes 43.0201 - 43.0299.,43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
244,Corrections.,"A program that prepares individuals to study the theories and principles, of correctional science and to function as professional corrections officers and other workers in public and/or private incarceration facilities.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
260,Protective Services Operations.,"A program focusing on the principles and techniques of providing physical security protection to clients in various environments and situations.  Includes instruction in security intelligence and information resources, operations planning and surveying, operations security, weapons and explosives, defense and offense  techniques, security and surveillance systems, communications systems, perimeter and access control, weapons of mass destruction, contingency planning, crowd control, cover and evacuation, combat and vehicle techniques, and applicable legal and administrative responsibilities.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
259,Critical Incident Response/Special Police Operations.,"A program focusing on the principles and techniques for dealing with police emergencies such as hostage situations, bomb threats, barricades and terrorist incidents.  Includes instruction in crisis management, command procedures, incident containment, information collection and debriefing, first responder negotiation, victim and criminal psychology, site survey and surveillance, special weapons and tactics, interagency communications and joint operations, pre-confrontation and contingency planning, assault and rescue operations, security and crowd control, media relations, and post-operation procedures.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
253,Corrections Administration.,"A program that prepares individuals to plan and manage institutional facilities and programs for housing and rehabilitating prisoners in the public and/or private sectors.  Includes instruction in the principles and practice of correction, facilities planning and management, safety and security, social and health services, staff and inmate management, budgeting, communication skills, correctional psychology, and applications to specific types of correctional facilities approaches.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
252,Securities Services Administration/Management.,"A program that prepares individuals to plan, manage, and supervise services providing private security protection for people and property and related investigative and consulting functions.  Includes instruction in security and loss prevention services, private security and investigation techniques, security technologies, personnel management, business operations, marketing, applicable law and regulations, and client relations.",43,Law and Criminal Justice,5000,15000,15000,30000,6000,20000,18000,35000,1000
