institution name,longitude,latitude,In-state min tuition,In-state max tuition,Out-of-state min tuition ,Out-of-state max tuition,Undergraduate enrollment,Graduate enrollment,Graduation rate,is_public,fees,location,aboutText
University of Colorado System Office,-104.983277,39.74521,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,3734.130952380952,690.0,49.04545454545455,True,,"Denver, Colorado","A public university located in Denver, Colorado"
United States Air Force Academy,-104.891358,39.010957,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,4124.0,0.0,88.0,True,,"USAF Academy, Colorado","A public university located in USAF Academy, Colorado"
Empire Beauty School-Thornton,-104.94357,39.915253,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,104.0,0.0,49.04545454545455,False,,"Thornton, Colorado","A private university located in Thornton, Colorado"
Western Colorado University,-106.919132,38.549936,7128.0,14000.0,14000.0,19728.0,3569.0,484.0,51.0,True,3955.0,"Gunnison, Colorado","A public university located in Gunnison, Colorado"
Albertus Magnus College,-72.923848,41.332519,23472.0,38424.0,23472.0,38424.0,892.0,269.0,46.0,False,1500.0,"New Haven, Connecticut","A private university located in New Haven, Connecticut"
Asnuntuck Community College,-72.570177,41.998409,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Enfield, Connecticut","A public university located in Enfield, Connecticut"
Bais Binyomin Academy,-74.078802,41.123013,9200.0,22648.67948717949,9200.0,25207.339743589742,50.0,0.0,51.84767221,False,250.0,"Monsey, New York","A private university located in Monsey, New York"
University of Bridgeport,-73.190166,41.164741,19096.0,32860.0,19096.0,32860.0,1479.0,2624.0,46.0,False,2900.0,"Bridgeport, Connecticut","A private university located in Bridgeport, Connecticut"
Central Connecticut State University,-72.765991,41.692502,6664.0,8300.0,19940.0,21380.0,7917.0,1795.0,49.0,True,5796.0,"New Britain, Connecticut","A public university located in New Britain, Connecticut"
Charter Oak State College,-72.781239,41.666848,7896.0,9522.0,7896.0,9522.0,1683.0,83.0,63.96153846153846,True,610.0,"New Britain, Connecticut","A public university located in New Britain, Connecticut"
Cortiva Institute,-72.678562,41.604041,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,220.0,0.0,63.96153846153846,False,,"Cromwell, Connecticut","A private university located in Cromwell, Connecticut"
Connecticut College,-72.107321,41.379833,19122.227272727272,64412.0,21553.81818181818,64412.0,1995.0,0.0,84.0,False,400.0,"New London, Connecticut","A private university located in New London, Connecticut"
Porter & Chester Institute of Hamden,-72.931908,41.346568,14576.0,19122.227272727272,14576.0,21553.81818181818,333.0,0.0,63.96153846153846,False,294.0,"Hamden, Connecticut","A private university located in Hamden, Connecticut"
University of Connecticut,-72.249948,41.809098,16332.0,18834.0,39000.0,40746.0,19388.0,7976.0,84.0,True,4034.0,"Storrs, Connecticut","A public university located in Storrs, Connecticut"
Goodwin University,-72.64032,41.742977,13320.0,19988.0,13320.0,19988.0,2911.0,123.0,63.96153846153846,False,1200.0,"East Hartford, Connecticut","A private university located in East Hartford, Connecticut"
Lincoln Technical Institute-East Windsor,-72.596915,41.924248,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,971.0,0.0,63.96153846153846,False,,"East Windsor, Connecticut","A private university located in East Windsor, Connecticut"
Eastern Connecticut State University,-72.218753,41.721673,6664.0,8300.0,9996.0,12450.0,3839.0,140.0,58.0,True,6628.0,"Willimantic, Connecticut","A public university located in Willimantic, Connecticut"
Fairfield University,-73.255903,41.157673,20625.0,55510.0,20625.0,55510.0,4968.0,1321.0,84.0,False,850.0,"Fairfield, Connecticut","A private university located in Fairfield, Connecticut"
Paul Mitchell the School-North Haven,-72.85745,41.394495,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,191.0,0.0,63.96153846153846,False,,"North Haven, Connecticut","A private university located in North Haven, Connecticut"
Connecticut State Community College,-72.672734,41.768397,4392.0,19122.227272727272,13200.0,21553.81818181818,34991.0,0.0,63.96153846153846,True,700.0,"Hartford, Connecticut","A public university located in Hartford, Connecticut"
Rensselaer at Hartford,-72.673916,41.773462,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,0.0,144.0,63.96153846153846,False,,"Hartford, Connecticut","A private university located in Hartford, Connecticut"
American Institute-West Hartford,-72.725762,41.727016,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,396.0,0.0,63.96153846153846,False,,"West Hartford, Connecticut","A private university located in West Hartford, Connecticut"
Hartford International University for Religion and Peace,-72.707766,41.769861,18000.0,29255.733333333334,18000.0,34434.53333333333,0.0,103.0,63.96153846153846,False,,"Hartford, Connecticut","A private university located in Hartford, Connecticut"
University of Hartford,-72.715213,41.798591,15084.0,44350.0,15084.0,44350.0,4131.0,1782.0,61.0,False,3297.0,"West Hartford, Connecticut","A private university located in West Hartford, Connecticut"
Holy Apostles College and Seminary,-72.647853,41.60682,7380.0,9480.0,7380.0,9480.0,270.0,439.0,40.0,False,100.0,"Cromwell, Connecticut","A private university located in Cromwell, Connecticut"
Connecticut State Community College Housatonic,-73.191003,41.175228,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Bridgeport, Connecticut","A public university located in Bridgeport, Connecticut"
Manchester Community College,-72.561939,41.761625,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Manchester, Connecticut","A public university located in Manchester, Connecticut"
Naugatuck Valley Community College,-73.072963,41.549749,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Waterbury, Connecticut","A public university located in Waterbury, Connecticut"
Middlesex Community College,-72.611838,41.539516,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Middletown, Connecticut","A public university located in Middletown, Connecticut"
Mitchell College,-72.09523,41.328013,19122.227272727272,36050.0,21553.81818181818,36050.0,500.0,0.0,44.0,False,3000.0,"New London, Connecticut","A private university located in New London, Connecticut"
Three Rivers Community College,-72.103039,41.509945,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Norwich, Connecticut","A public university located in Norwich, Connecticut"
Lincoln Technical Institute-New Britain,-72.754498,41.659236,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,783.0,0.0,63.96153846153846,False,,"New Britain, Connecticut","A private university located in New Britain, Connecticut"
New England Tractor Trailer Training School of Connecticut,-72.450218,41.979699,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,293.0,0.0,63.96153846153846,False,,"Somers, Connecticut","A private university located in Somers, Connecticut"
University of New Haven,-72.961472,41.291314,18990.0,44100.0,18990.0,44100.0,4865.0,4965.0,59.0,False,1630.0,"West Haven, Connecticut","A private university located in West Haven, Connecticut"
Connecticut State Community College Norwalk,-73.450965,41.102574,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Norwalk, Connecticut","A public university located in Norwalk, Connecticut"
Northwestern Connecticut Community College,-73.058734,41.920668,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Winsted, Connecticut","A public university located in Winsted, Connecticut"
Paier College,-73.194727,41.163451,14040.0,25920.0,14040.0,25920.0,199.0,4.0,57.0,False,2880.0,"Bridgeport, Connecticut","A private university located in Bridgeport, Connecticut"
Porter & Chester Institute,-73.187731,41.200813,15550.0,19122.227272727272,15550.0,21553.81818181818,1405.0,0.0,63.96153846153846,False,306.0,"Bridgeport, Connecticut","A private university located in Bridgeport, Connecticut"
Post University,-73.081497,41.535549,6854.0,15834.0,6854.0,15834.0,19575.0,2124.0,35.0,False,200.0,"Waterbury, Connecticut","A private university located in Waterbury, Connecticut"
Quinebaug Valley Community College,-71.889673,41.82623,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Danielson, Connecticut","A public university located in Danielson, Connecticut"
Quinnipiac University,-72.894117,41.418915,17172.0,50400.0,17172.0,50400.0,6248.0,2670.0,77.0,False,2690.0,"Hamden, Connecticut","A private university located in Hamden, Connecticut"
Sacred Heart University,-73.243332,41.220893,34060.0,48160.0,34060.0,48160.0,6960.0,4219.0,74.0,False,300.0,"Fairfield, Connecticut","A private university located in Fairfield, Connecticut"
University of Saint Joseph,-72.72965,41.781041,16971.0,45608.0,16971.0,45608.0,879.0,1060.0,70.0,False,300.0,"West Hartford, Connecticut","A private university located in West Hartford, Connecticut"
Connecticut State Community College Gateway,-72.927682,41.303785,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"New Haven, Connecticut","A public university located in New Haven, Connecticut"
Southern Connecticut State University,-72.947897,41.333225,6664.0,8573.0,18776.0,19940.0,6781.0,2039.0,48.0,True,6164.0,"New Haven, Connecticut","A public university located in New Haven, Connecticut"
Trinity College,-72.690882,41.747451,18780.0,64430.0,18780.0,64430.0,2237.0,39.0,83.0,False,2990.0,"Hartford, Connecticut","A private university located in Hartford, Connecticut"
Connecticut State Community College Tunxis,-72.87754,41.705498,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,2895.018181818182,781.4909090909091,63.96153846153846,True,,"Farmington, Connecticut","A public university located in Farmington, Connecticut"
United States Coast Guard Academy,-72.101583,41.375823,19122.227272727272,29255.733333333334,21553.81818181818,34434.53333333333,1081.0,0.0,88.0,True,,"New London, Connecticut","A public university located in New London, Connecticut"
Wesleyan University,-72.657146,41.554665,66716.0,66716.0,66716.0,66716.0,3066.0,205.0,92.0,False,300.0,"Middletown, Connecticut","A private university located in Middletown, Connecticut"
Western Connecticut State University,-73.444264,41.400365,6664.0,8300.0,9996.0,12450.0,3542.0,595.0,50.0,True,6099.0,"Danbury, Connecticut","A public university located in Danbury, Connecticut"
Yale University,-72.926688,41.311158,48300.0,64700.0,48300.0,64700.0,6818.0,8263.0,96.0,False,0.0,"New Haven, Connecticut","A private university located in New Haven, Connecticut"
Margaret H Rollins School of Nursing at Beebe Medical Center,-75.142864,38.771565,6400.0,12397.2,6400.0,13760.4,43.0,0.0,50.0,False,2200.0,"Lewes, Delaware","A private university located in Lewes, Delaware"
Dawn Career Institute LLC,-75.677768,39.668605,12397.2,12665.5,13760.4,17720.375,385.0,0.0,50.0,False,,"Newark, Delaware","A private university located in Newark, Delaware"
Delaware Technical Community College-Central Office,-75.5582,39.20109,12397.2,12665.5,13760.4,17720.375,3120.5,691.25,50.0,True,,"Dover, Delaware","A public university located in Dover, Delaware"
Delaware Technical Community College-Terry,-75.56012,39.198371,4575.0,12397.2,11438.0,13760.4,13231.0,0.0,50.0,True,390.0,"Dover, Delaware","A public university located in Dover, Delaware"
Delaware State University,-75.54053,39.187173,6060.0,8544.0,12876.0,18480.0,4941.0,887.0,39.0,True,1770.0,"Dover, Delaware","A public university located in Dover, Delaware"
University of Delaware,-75.752822,39.679577,14040.0,18504.0,18504.0,37680.0,19772.0,4449.0,81.0,True,2040.0,"Newark, Delaware","A public university located in Newark, Delaware"
Goldey-Beacom College,-75.689624,39.741501,13050.0,13440.0,13050.0,13440.0,702.0,372.0,57.0,False,0.0,"Wilmington, Delaware","A private university located in Wilmington, Delaware"
